,date,loser,p1,p2,return_points_played_loser,return_points_played_winner,return_points_won_loser,return_points_won_winner,round,rpw_loser,rpw_winner,score,serve_points_played_loser,serve_points_played_winner,serve_points_won_loser,serve_points_won_winner,spw_loser,spw_winner,surface,tournament_name,ues_loser,ues_winner,winner,winners_loser,winners_winner
472,2017-03-11 12:15:00,Garcia-Lopez G.,Pella G.,Garcia-Lopez G.,92.0,98.0,32.0,44.0,last_128,0.34782608695652173,0.4489795918367347,4-6 7-5 6-2,98.0,92.0,54.0,60.0,0.5510204081632653,0.6521739130434783,hard,Indian Wells,,,Pella G.,,
473,2017-03-11 12:25:00,Kuznetsov An.,Delbonis F.,Kuznetsov An.,50.0,53.0,12.0,23.0,last_128,0.24,0.4339622641509434,6-3 6-4,53.0,50.0,30.0,38.0,0.5660377358490566,0.76,hard,Indian Wells,,,Delbonis F.,,
474,2017-03-11 14:20:00,Copil M.,Zeballos H.,Copil M.,113.0,108.0,36.0,42.0,last_128,0.3185840707964602,0.3888888888888889,6-7(5) 7-6(2) 6-4,108.0,113.0,66.0,77.0,0.6111111111111112,0.6814159292035398,hard,Indian Wells,,,Zeballos H.,,
475,2017-03-11 14:55:00,Benneteau J.,Bagnis F.,Benneteau J.,110.0,83.0,42.0,30.0,last_128,0.38181818181818183,0.3614457831325301,5-7 6-4 6-2,83.0,110.0,53.0,68.0,0.6385542168674698,0.6181818181818182,hard,Indian Wells,,,Bagnis F.,,
476,2017-03-14 06:50:00,Zverev M.,Thiem D.,Zverev M.,45.0,61.0,8.0,28.0,last_32,0.17777777777777778,0.45901639344262296,6-1 6-4,61.0,45.0,33.0,37.0,0.5409836065573771,0.8222222222222222,hard,Indian Wells,,,Thiem D.,,
477,2017-03-14 08:00:00,Pospisil V.,Lajovic D.,Pospisil V.,116.0,86.0,41.0,31.0,last_32,0.35344827586206895,0.36046511627906974,6-7(4) 6-3 7-5,86.0,116.0,55.0,75.0,0.6395348837209303,0.646551724137931,hard,Indian Wells,,,Lajovic D.,,
478,2017-03-14 08:05:00,Berdych T.,Nishioka Y.,Berdych T.,105.0,104.0,45.0,40.0,last_32,0.42857142857142855,0.38461538461538464,1-6 7-6(5) 6-4,104.0,105.0,64.0,60.0,0.6153846153846154,0.5714285714285714,hard,Indian Wells,,,Nishioka Y.,,
479,2017-03-14 09:45:00,Kohlschreiber P.,Wawrinka S.,Kohlschreiber P.,59.0,63.0,15.0,23.0,last_32,0.2542372881355932,0.36507936507936506,7-5 6-3,63.0,59.0,40.0,44.0,0.6349206349206349,0.7457627118644068,hard,Indian Wells,,,Wawrinka S.,,
480,2017-03-14 10:45:00,Ramos-Vinolas A.,Goffin D.,Ramos-Vinolas A.,77.0,62.0,27.0,23.0,last_32,0.35064935064935066,0.3709677419354839,7-6(3) 6-4,62.0,77.0,39.0,50.0,0.6290322580645161,0.6493506493506493,hard,Indian Wells,,,Goffin D.,,
481,2017-03-14 12:10:00,Fognini F.,Cuevas P.,Fognini F.,53.0,54.0,16.0,27.0,last_32,0.3018867924528302,0.5,6-1 6-4,54.0,53.0,27.0,37.0,0.5,0.6981132075471698,hard,Indian Wells,,,Cuevas P.,,
482,2017-03-14 13:30:00,Isner J.,Monfils G.,Isner J.,50.0,59.0,13.0,25.0,last_32,0.26,0.423728813559322,6-2 6-4,59.0,50.0,34.0,37.0,0.576271186440678,0.74,hard,Indian Wells,,,Monfils G.,,
483,2017-03-15 04:00:00,Muller G.,Nishikori K.,Muller G.,49.0,55.0,14.0,26.0,last_32,0.2857142857142857,0.4727272727272727,6-2 6-2,55.0,49.0,29.0,35.0,0.5272727272727272,0.7142857142857143,hard,Indian Wells,,,Nishikori K.,,
484,2017-03-15 04:00:00,Pouille L.,Young D.,Pouille L.,94.0,75.0,40.0,27.0,last_32,0.425531914893617,0.36,6-4 1-6 6-3,75.0,94.0,48.0,54.0,0.64,0.574468085106383,hard,Indian Wells,,,Young D.,,
485,2017-03-15 05:30:00,Verdasco F.,Nadal R.,Verdasco F.,56.0,65.0,15.0,26.0,last_32,0.26785714285714285,0.4,6-3 7-5,65.0,56.0,39.0,41.0,0.6,0.7321428571428571,hard,Indian Wells,,,Nadal R.,,
486,2017-03-15 06:05:00,Fritz T.,Jaziri M.,Fritz T.,71.0,74.0,19.0,23.0,last_32,0.2676056338028169,0.3108108108108108,6-4 3-6 6-3,74.0,71.0,51.0,52.0,0.6891891891891891,0.7323943661971831,hard,Indian Wells,,,Jaziri M.,,
487,2017-03-15 08:30:00,Zverev A.,Kyrgios N.,Zverev A.,50.0,56.0,13.0,21.0,last_32,0.26,0.375,6-3 6-4,56.0,50.0,35.0,37.0,0.625,0.74,hard,Indian Wells,,,Kyrgios N.,,
488,2017-03-15 09:50:00,Johnson S.,Federer R.,Johnson S.,78.0,84.0,19.0,26.0,last_32,0.24358974358974358,0.30952380952380953,7-6(3) 7-6(4),84.0,78.0,58.0,59.0,0.6904761904761905,0.7564102564102564,hard,Indian Wells,,,Federer R.,,
489,2017-03-15 10:05:00,Dimitrov G.,Sock J.,Dimitrov G.,104.0,118.0,33.0,41.0,last_32,0.3173076923076923,0.3474576271186441,3-6 6-3 7-6(7),118.0,104.0,77.0,71.0,0.652542372881356,0.6826923076923077,hard,Indian Wells,,,Sock J.,,
490,2017-03-15 12:00:00,del Potro J.,Djokovic N.,del Potro J.,87.0,91.0,28.0,40.0,last_32,0.3218390804597701,0.43956043956043955,7-5 4-6 6-1,91.0,87.0,51.0,59.0,0.5604395604395604,0.6781609195402298,hard,Indian Wells,,,Djokovic N.,,
491,2017-03-17 07:00:00,Cuevas P.,Carreno Busta P.,Cuevas P.,92.0,91.0,36.0,39.0,QF,0.391304347826087,0.42857142857142855,6-1 3-6 7-6(4),91.0,92.0,52.0,56.0,0.5714285714285714,0.6086956521739131,hard,Indian Wells,,,Carreno Busta P.,,
492,2017-03-17 12:35:00,Thiem D.,Wawrinka S.,Thiem D.,115.0,98.0,43.0,38.0,QF,0.3739130434782609,0.3877551020408163,6-4 4-6 7-6(2),98.0,115.0,60.0,72.0,0.6122448979591837,0.6260869565217392,hard,Indian Wells,,,Wawrinka S.,,
493,2017-03-18 07:00:00,Nishikori K.,Sock J.,Nishikori K.,78.0,81.0,27.0,32.0,QF,0.34615384615384615,0.3950617283950617,6-3 2-6 6-2,81.0,78.0,49.0,51.0,0.6049382716049383,0.6538461538461539,hard,Indian Wells,,,Sock J.,,
494,2017-03-19 04:00:00,Carreno Busta P.,Wawrinka S.,Carreno Busta P.,46.0,59.0,10.0,27.0,SF,0.21739130434782608,0.4576271186440678,6-3 6-2,59.0,46.0,32.0,36.0,0.5423728813559322,0.782608695652174,hard,Indian Wells,,,Wawrinka S.,,
495,2017-03-19 05:20:00,Sock J.,Federer R.,Sock J.,62.0,59.0,16.0,23.0,SF,0.25806451612903225,0.3898305084745763,6-1 7-6(4),59.0,62.0,36.0,46.0,0.6101694915254238,0.7419354838709677,hard,Indian Wells,,,Federer R.,,
496,2017-03-20 07:20:00,Wawrinka S.,Federer R.,Wawrinka S.,57.0,72.0,15.0,30.0,F,0.2631578947368421,0.4166666666666667,6-4 7-5,72.0,57.0,42.0,42.0,0.5833333333333334,0.7368421052631579,hard,Indian Wells,,,Federer R.,,
497,2017-03-23 01:00:00,Bagnis F.,Chardy J.,Bagnis F.,37.0,51.0,5.0,25.0,last_128,0.13513513513513514,0.49019607843137253,6-2 6-2,51.0,37.0,26.0,32.0,0.5098039215686274,0.8648648648648649,hard,Miami,,,Chardy J.,,
498,2017-03-23 01:00:00,Klizan M.,Paire B.,Klizan M.,79.0,63.0,27.0,23.0,last_128,0.34177215189873417,0.36507936507936506,7-6(4) 6-3,63.0,79.0,40.0,52.0,0.6349206349206349,0.6582278481012658,hard,Miami,,,Paire B.,,
499,2017-03-23 01:00:00,Mmoh M.,Mahut N.,Mmoh M.,54.0,53.0,17.0,25.0,last_128,0.3148148148148148,0.4716981132075472,6-3 6-2,53.0,54.0,28.0,37.0,0.5283018867924528,0.6851851851851852,hard,Miami,,,Mahut N.,,
500,2017-03-23 01:00:00,Thompson J.,Nishioka Y.,Thompson J.,100.0,84.0,40.0,32.0,last_128,0.4,0.38095238095238093,1-6 6-4 6-3,84.0,100.0,52.0,60.0,0.6190476190476191,0.6,hard,Miami,,,Nishioka Y.,,
501,2017-03-23 02:35:00,Harrison R.,Fognini F.,Harrison R.,87.0,75.0,32.0,34.0,last_128,0.367816091954023,0.4533333333333333,6-4 7-5,75.0,87.0,41.0,55.0,0.5466666666666666,0.632183908045977,hard,Miami,,,Fognini F.,,
502,2017-03-23 04:00:00,Brown D.,Young D.,Brown D.,66.0,68.0,21.0,25.0,last_128,0.3181818181818182,0.36764705882352944,6-3 1-6 6-2,68.0,66.0,43.0,45.0,0.6323529411764706,0.6818181818181818,hard,Miami,,,Young D.,,
503,2017-03-23 04:25:00,Evans D.,Escobedo E.,Evans D.,86.0,77.0,33.0,29.0,last_128,0.38372093023255816,0.37662337662337664,7-5 0-6 6-3,77.0,86.0,48.0,53.0,0.6233766233766234,0.6162790697674418,hard,Miami,,,Escobedo E.,,
504,2017-03-23 05:05:00,Bedene A.,Struff J.,Bedene A.,52.0,58.0,16.0,27.0,last_128,0.3076923076923077,0.46551724137931033,7-5 4-0,58.0,52.0,31.0,36.0,0.5344827586206896,0.6923076923076923,hard,Miami,,,Struff J.,,
505,2017-03-23 05:35:00,Haas T.,Vesely J.,Haas T.,99.0,107.0,25.0,41.0,last_128,0.25252525252525254,0.38317757009345793,6-7(5) 6-3 7-5,107.0,99.0,66.0,74.0,0.616822429906542,0.7474747474747475,hard,Miami,,,Vesely J.,,
506,2017-03-23 05:50:00,Monaco J.,Delbonis F.,Monaco J.,92.0,77.0,40.0,37.0,last_128,0.43478260869565216,0.4805194805194805,7-5 7-6(4),77.0,92.0,40.0,52.0,0.5194805194805194,0.5652173913043478,hard,Miami,,,Delbonis F.,,
507,2017-03-23 06:15:00,Harrison C.,Sela D.,Harrison C.,39.0,46.0,12.0,30.0,last_128,0.3076923076923077,0.6521739130434783,6-1 6-1,46.0,39.0,16.0,27.0,0.34782608695652173,0.6923076923076923,hard,Miami,,,Sela D.,,
508,2017-03-23 06:20:00,Monteiro T.,Troicki V.,Monteiro T.,82.0,85.0,24.0,32.0,last_128,0.2926829268292683,0.3764705882352941,5-7 6-3 6-1,85.0,82.0,53.0,58.0,0.6235294117647059,0.7073170731707317,hard,Miami,,,Troicki V.,,
509,2017-03-23 08:25:00,Edmund K.,Donaldson J.,Edmund K.,100.0,97.0,37.0,37.0,last_128,0.37,0.38144329896907214,2-6 7-6(4) 6-2,97.0,100.0,60.0,63.0,0.6185567010309279,0.63,hard,Miami,,,Donaldson J.,,
510,2017-03-23 08:30:00,Lajovic D.,Anderson K.,Lajovic D.,65.0,65.0,21.0,29.0,last_128,0.3230769230769231,0.4461538461538462,6-2 7-5,65.0,65.0,36.0,44.0,0.5538461538461539,0.676923076923077,hard,Miami,,,Anderson K.,,
511,2017-03-23 09:30:00,Pavlasek A.,Fritz T.,Pavlasek A.,45.0,61.0,15.0,33.0,last_128,0.3333333333333333,0.5409836065573771,6-2 6-3,61.0,45.0,28.0,30.0,0.45901639344262296,0.6666666666666666,hard,Miami,,,Fritz T.,,
512,2017-03-23 11:05:00,Smyczek T.,Pella G.,Smyczek T.,102.0,92.0,41.0,39.0,last_128,0.4019607843137255,0.42391304347826086,3-6 6-4 7-6(3),92.0,102.0,53.0,61.0,0.5760869565217391,0.5980392156862745,hard,Miami,,,Pella G.,,
513,2017-03-24 01:00:00,Basilashvili N.,Robredo T.,Basilashvili N.,94.0,90.0,38.0,38.0,last_128,0.40425531914893614,0.4222222222222222,3-6 6-4 6-2,90.0,94.0,52.0,56.0,0.5777777777777777,0.5957446808510638,hard,Miami,,,Robredo T.,,
514,2017-03-24 01:00:00,Becker B.,Mannarino A.,Becker B.,72.0,67.0,20.0,20.0,last_128,0.2777777777777778,0.29850746268656714,7-6(6) 6-3,67.0,72.0,47.0,52.0,0.7014925373134329,0.7222222222222222,hard,Miami,,,Mannarino A.,,
515,2017-03-24 01:00:00,Ruud C.,Yen-Hsun Lu.,Ruud C.,41.0,64.0,9.0,33.0,last_128,0.21951219512195122,0.515625,6-2 6-1,64.0,41.0,31.0,32.0,0.484375,0.7804878048780488,hard,Miami,,,Yen-Hsun Lu.,,
516,2017-03-24 02:15:00,Granollers M.,Coric B.,Granollers M.,99.0,100.0,30.0,36.0,last_128,0.30303030303030304,0.36,7-6(6) 4-6 6-3,100.0,99.0,64.0,69.0,0.64,0.696969696969697,hard,Miami,,,Coric B.,,
517,2017-03-24 02:30:00,Chung H.,Dzumhur D.,Chung H.,124.0,93.0,58.0,49.0,last_128,0.46774193548387094,0.5268817204301075,3-6 6-1 7-6(1),93.0,124.0,44.0,66.0,0.4731182795698925,0.532258064516129,hard,Miami,,,Dzumhur D.,,
518,2017-03-24 03:05:00,Albot R.,Seppi A.,Albot R.,56.0,59.0,16.0,26.0,last_128,0.2857142857142857,0.4406779661016949,6-4 6-4,59.0,56.0,33.0,40.0,0.559322033898305,0.7142857142857143,hard,Miami,,,Seppi A.,,
519,2017-03-24 03:20:00,Khachanov K.,Schwartzman D.,Khachanov K.,109.0,108.0,47.0,43.0,last_128,0.43119266055045874,0.39814814814814814,6-4 3-6 7-6(4),108.0,109.0,65.0,62.0,0.6018518518518519,0.5688073394495413,hard,Miami,,,Schwartzman D.,,
520,2017-03-24 04:45:00,Elias G.,Zeballos H.,Elias G.,113.0,97.0,42.0,34.0,last_128,0.37168141592920356,0.35051546391752575,6-7(2) 6-2 7-5,97.0,113.0,63.0,71.0,0.6494845360824743,0.6283185840707964,hard,Miami,,,Zeballos H.,,
521,2017-03-24 05:15:00,Mayer F.,Rublev A.,Mayer F.,33.0,52.0,5.0,30.0,last_128,0.15151515151515152,0.5769230769230769,6-1 6-1,52.0,33.0,22.0,28.0,0.4230769230769231,0.8484848484848485,hard,Miami,,,Rublev A.,,
522,2017-03-24 05:25:00,Lacko L.,King D.,Lacko L.,99.0,76.0,39.0,32.0,last_128,0.3939393939393939,0.42105263157894735,7-6(2) 6-4,76.0,99.0,44.0,60.0,0.5789473684210527,0.6060606060606061,hard,Miami,,,King D.,,
523,2017-03-24 05:25:00,Kravchuk K.,Tiafoe F.,Kravchuk K.,88.0,100.0,27.0,42.0,last_128,0.3068181818181818,0.42,7-5 5-7 6-1,100.0,88.0,58.0,61.0,0.58,0.6931818181818182,hard,Miami,,,Tiafoe F.,,
524,2017-03-24 06:05:00,Ymer M.,Haase R.,Ymer M.,84.0,103.0,31.0,45.0,last_128,0.36904761904761907,0.4368932038834951,7-5 7-6(3),103.0,84.0,58.0,53.0,0.5631067961165048,0.6309523809523809,hard,Miami,,,Haase R.,,
525,2017-03-24 06:55:00,Istomin D.,Kuznetsov An.,Istomin D.,87.0,81.0,35.0,37.0,last_128,0.40229885057471265,0.4567901234567901,6-4 7-6(0),81.0,87.0,44.0,52.0,0.5432098765432098,0.5977011494252874,hard,Miami,,,Kuznetsov An.,,
526,2017-03-24 09:25:00,Youzhny M.,Kukushkin M.,Youzhny M.,47.0,56.0,16.0,31.0,last_128,0.3404255319148936,0.5535714285714286,6-4 6-1,56.0,47.0,25.0,31.0,0.44642857142857145,0.6595744680851063,hard,Miami,,,Kukushkin M.,,
527,2017-03-24 10:50:00,Dolgopolov A.,Jaziri M.,Dolgopolov A.,41.0,51.0,15.0,22.0,last_128,0.36585365853658536,0.43137254901960786,7-6(4) 0-0,51.0,41.0,29.0,26.0,0.5686274509803921,0.6341463414634146,hard,Miami,,,Jaziri M.,,
528,2017-03-25 03:05:00,Robert S.,Bellucci T.,Robert S.,60.0,77.0,17.0,36.0,last_128,0.2833333333333333,0.4675324675324675,7-6(5) 6-2,77.0,60.0,41.0,43.0,0.5324675324675324,0.7166666666666667,hard,Miami,,,Bellucci T.,,
529,2017-03-27 01:00:00,Struff J.,Delbonis F.,Struff J.,58.0,63.0,14.0,25.0,last_32,0.2413793103448276,0.3968253968253968,7-6(5) 6-1,63.0,58.0,38.0,44.0,0.6031746031746031,0.7586206896551724,hard,Miami,,,Delbonis F.,,
530,2017-03-27 01:00:00,Verdasco F.,Nishikori K.,Verdasco F.,116.0,115.0,43.0,51.0,last_32,0.3706896551724138,0.4434782608695652,7-6(2) 6-7(5) 6-1,115.0,116.0,64.0,73.0,0.5565217391304348,0.6293103448275862,hard,Miami,,,Nishikori K.,,
531,2017-03-27 02:45:00,Pella G.,Mahut N.,Pella G.,59.0,55.0,17.0,22.0,last_32,0.288135593220339,0.4,6-4 6-3,55.0,59.0,33.0,42.0,0.6,0.711864406779661,hard,Miami,,,Mahut N.,,
532,2017-03-27 04:25:00,Paire B.,Young D.,Paire B.,63.0,63.0,26.0,31.0,last_32,0.4126984126984127,0.49206349206349204,7-6(2) 6-4,63.0,63.0,32.0,37.0,0.5079365079365079,0.5873015873015873,hard,Miami,,,Young D.,,
533,2017-03-27 05:15:00,Chardy J.,Fognini F.,Chardy J.,97.0,82.0,36.0,27.0,last_32,0.3711340206185567,0.32926829268292684,3-6 6-4 6-4,82.0,97.0,55.0,61.0,0.6707317073170732,0.6288659793814433,hard,Miami,,,Fognini F.,,
534,2017-03-27 07:35:00,Kohlschreiber P.,Nadal R.,Kohlschreiber P.,59.0,73.0,16.0,30.0,last_32,0.2711864406779661,0.410958904109589,0-6 6-2 6-3,73.0,59.0,43.0,43.0,0.589041095890411,0.7288135593220338,hard,Miami,,,Nadal R.,,
535,2017-03-27 11:00:00,Vesely J.,Sock J.,Vesely J.,76.0,69.0,26.0,28.0,last_32,0.34210526315789475,0.4057971014492754,6-3 7-6(0),69.0,76.0,41.0,50.0,0.5942028985507246,0.6578947368421053,hard,Miami,,,Sock J.,,
536,2017-03-28 01:00:00,Muller G.,Berdych T.,Muller G.,55.0,61.0,13.0,23.0,last_32,0.23636363636363636,0.3770491803278688,6-3 6-4,61.0,55.0,38.0,42.0,0.6229508196721312,0.7636363636363637,hard,Miami,,,Berdych T.,,
537,2017-03-28 02:40:00,Querrey S.,Bautista Agut R.,Querrey S.,80.0,83.0,34.0,41.0,last_32,0.425,0.4939759036144578,3-6 6-2 6-3,83.0,80.0,42.0,46.0,0.5060240963855421,0.575,hard,Miami,,,Bautista Agut R.,,
538,2017-03-28 03:10:00,Coric B.,Mannarino A.,Coric B.,92.0,106.0,34.0,43.0,last_32,0.3695652173913043,0.4056603773584906,6-4 2-6 7-6(3),106.0,92.0,63.0,58.0,0.5943396226415094,0.6304347826086957,hard,Miami,,,Mannarino A.,,
539,2017-03-28 04:45:00,del Potro J.,Federer R.,del Potro J.,60.0,62.0,16.0,26.0,last_32,0.26666666666666666,0.41935483870967744,6-3 6-4,62.0,60.0,36.0,44.0,0.5806451612903226,0.7333333333333333,hard,Miami,,,Federer R.,,
540,2017-03-28 06:15:00,Karlovic I.,Kyrgios N.,Karlovic I.,95.0,118.0,16.0,37.0,last_32,0.16842105263157894,0.3135593220338983,6-4 6-7(4) 7-6(2),118.0,95.0,81.0,79.0,0.6864406779661016,0.8315789473684211,hard,Miami,,,Kyrgios N.,,
541,2017-03-28 06:40:00,Isner J.,Zverev A.,Isner J.,112.0,116.0,25.0,28.0,last_32,0.22321428571428573,0.2413793103448276,6-7(5) 7-6(7) 7-6(5),116.0,112.0,88.0,87.0,0.7586206896551724,0.7767857142857143,hard,Miami,,,Zverev A.,,
542,2017-03-28 09:05:00,Schwartzman D.,Goffin D.,Schwartzman D.,121.0,96.0,47.0,40.0,last_32,0.3884297520661157,0.4166666666666667,4-6 6-3 7-5,96.0,121.0,56.0,74.0,0.5833333333333334,0.6115702479338843,hard,Miami,,,Goffin D.,,
543,2017-03-28 09:40:00,Jaziri M.,Wawrinka S.,Jaziri M.,70.0,53.0,22.0,21.0,last_32,0.3142857142857143,0.39622641509433965,6-3 6-4,53.0,70.0,32.0,48.0,0.6037735849056604,0.6857142857142857,hard,Miami,,,Wawrinka S.,,
544,2017-03-30 05:50:00,Nishikori K.,Fognini F.,Nishikori K.,59.0,50.0,24.0,26.0,QF,0.4067796610169492,0.52,6-4 6-2,50.0,59.0,24.0,35.0,0.48,0.5932203389830508,hard,Miami,,,Fognini F.,,
545,2017-03-30 11:00:00,Sock J.,Nadal R.,Sock J.,61.0,48.0,21.0,22.0,QF,0.3442622950819672,0.4583333333333333,6-2 6-3,48.0,61.0,26.0,40.0,0.5416666666666666,0.6557377049180327,hard,Miami,,,Nadal R.,,
546,2017-03-31 05:35:00,Berdych T.,Federer R.,Berdych T.,85.0,95.0,30.0,34.0,QF,0.35294117647058826,0.35789473684210527,6-2 3-6 7-6(6),95.0,85.0,61.0,55.0,0.6421052631578947,0.6470588235294118,hard,Miami,,,Federer R.,,
547,2017-03-31 09:00:00,Zverev A.,Kyrgios N.,Zverev A.,97.0,103.0,24.0,34.0,QF,0.24742268041237114,0.3300970873786408,6-4 6-7(9) 6-3,103.0,97.0,69.0,73.0,0.6699029126213593,0.7525773195876289,hard,Miami,,,Kyrgios N.,,
548,2017-04-01 03:00:00,Fognini F.,Nadal R.,Fognini F.,47.0,76.0,9.0,35.0,SF,0.19148936170212766,0.4605263157894737,6-1 7-5,76.0,47.0,41.0,38.0,0.5394736842105263,0.8085106382978723,hard,Miami,,,Nadal R.,,
549,2017-04-01 09:00:00,Kyrgios N.,Federer R.,Kyrgios N.,122.0,148.0,31.0,49.0,SF,0.2540983606557377,0.3310810810810811,7-6(9) 6-7(9) 7-6(5),148.0,122.0,99.0,91.0,0.668918918918919,0.7459016393442623,hard,Miami,,,Federer R.,,
550,2017-04-03 03:00:00,Nadal R.,Federer R.,Nadal R.,62.0,65.0,17.0,26.0,F,0.27419354838709675,0.4,6-3 6-4,65.0,62.0,39.0,45.0,0.6,0.7258064516129032,hard,Miami,,,Federer R.,,
551,2017-04-09 21:00:00,Vanni L.,Daniel T.,Vanni L.,,,,,qualifying,,,7-6 7-6,,,,,,,clay,Marrakech,,,Daniel T.,,
552,2017-04-09 21:00:00,Bublik A.,Stakhovsky S.,Bublik A.,,,,,qualifying,,,7-5 6-0,,,,,,,clay,Marrakech,,,Stakhovsky S.,,
553,2017-04-09 22:35:00,Ward A.,Djere L.,Ward A.,,,,,qualifying,,,6-4 6-2,,,,,,,clay,Marrakech,,,Djere L.,,
554,2017-04-09 23:40:00,Lee D.,Quinzi G.,Lee D.,,,,,qualifying,,,6-2 6-3,,,,,,,clay,Marrakech,,,Quinzi G.,,
555,2017-04-10 02:00:00,Becker B.,Gonzalez M.,Becker B.,,,,,qualifying,,,6-3 6-2,,,,,,,clay,Houston,,,Gonzalez M.,,
556,2017-04-10 02:00:00,Klahn B.,Rubin N.,Klahn B.,,,,,qualifying,,,6-2 3-6 7-6,,,,,,,clay,Houston,,,Rubin N.,,
557,2017-04-10 03:35:00,Gabashvili T.,Sandgren T.,Gabashvili T.,,,,,qualifying,,,6-3 6-2,,,,,,,clay,Houston,,,Sandgren T.,,
558,2017-04-10 04:20:00,Kudla D.,Mayer L.,Kudla D.,,,,,qualifying,,,3-6 6-4 6-4,,,,,,,clay,Houston,,,Mayer L.,,
559,2017-04-10 20:00:00,Daniel T.,Struff J.,Daniel T.,86.0,92.0,30.0,41.0,last_32,0.3488372093023256,0.44565217391304346,4-6 6-3 6-1,92.0,86.0,51.0,56.0,0.5543478260869565,0.6511627906976745,clay,Marrakech,,,Struff J.,,
560,2017-04-10 22:35:00,Klizan M.,Djere L.,Klizan M.,65.0,78.0,17.0,33.0,last_32,0.26153846153846155,0.4230769230769231,7-6(3) 6-3,78.0,65.0,45.0,48.0,0.5769230769230769,0.7384615384615385,clay,Marrakech,,,Djere L.,,
561,2017-04-11 00:40:00,Stakhovsky S.,Robredo T.,Stakhovsky S.,72.0,53.0,25.0,16.0,last_32,0.3472222222222222,0.3018867924528302,6-4 6-4,53.0,72.0,37.0,47.0,0.6981132075471698,0.6527777777777778,clay,Marrakech,,,Robredo T.,,
562,2017-04-11 02:20:00,Almagro N.,Albot R.,Almagro N.,64.0,66.0,19.0,24.0,last_32,0.296875,0.36363636363636365,7-6(6) 6-3,66.0,64.0,42.0,45.0,0.6363636363636364,0.703125,clay,Marrakech,,,Albot R.,,
563,2017-04-11 06:00:00,Rubin N.,Kicker N.,Rubin N.,19.0,23.0,5.0,12.0,last_32,0.2631578947368421,0.5217391304347826,5-3,23.0,19.0,11.0,14.0,0.4782608695652174,0.7368421052631579,clay,Houston,,,Kicker N.,,
564,2017-04-11 09:00:00,Opelka R.,Haas T.,Opelka R.,93.0,103.0,24.0,31.0,last_32,0.25806451612903225,0.30097087378640774,7-6(5) 4-6 6-3,103.0,93.0,72.0,69.0,0.6990291262135923,0.7419354838709677,clay,Houston,,,Haas T.,,
565,2017-04-11 11:35:00,Monaco J.,Brown D.,Monaco J.,80.0,67.0,28.0,24.0,last_32,0.35,0.3582089552238806,7-6(7) 6-3,67.0,80.0,43.0,52.0,0.6417910447761194,0.65,clay,Houston,,,Brown D.,,
566,2017-04-11 20:00:00,Schwartzman D.,Coric B.,Schwartzman D.,86.0,61.0,35.0,29.0,last_32,0.4069767441860465,0.47540983606557374,6-3 6-2,61.0,86.0,32.0,51.0,0.5245901639344263,0.5930232558139535,clay,Marrakech,,,Coric B.,,
567,2017-04-11 22:10:00,Granollers M.,Ahouda A.,Granollers M.,71.0,63.0,30.0,29.0,last_32,0.4225352112676056,0.4603174603174603,6-4 6-4,63.0,71.0,34.0,41.0,0.5396825396825397,0.5774647887323944,clay,Marrakech,,,Ahouda A.,,
568,2017-04-12 00:05:00,Delbonis F.,El Amrani R.,Delbonis F.,52.0,43.0,16.0,14.0,last_32,0.3076923076923077,0.32558139534883723,7-6(3) 1-0,43.0,52.0,29.0,36.0,0.6744186046511628,0.6923076923076923,clay,Marrakech,,,El Amrani R.,,
569,2017-04-12 01:50:00,Mathieu P.,Quinzi G.,Mathieu P.,99.0,76.0,41.0,32.0,last_32,0.41414141414141414,0.42105263157894735,7-6(8) 6-3,76.0,99.0,44.0,58.0,0.5789473684210527,0.5858585858585859,clay,Marrakech,,,Quinzi G.,,
570,2017-04-12 20:00:00,Jaziri M.,Chardy J.,Jaziri M.,84.0,81.0,27.0,31.0,last_32,0.32142857142857145,0.38271604938271603,6-2 4-6 6-3,81.0,84.0,50.0,57.0,0.6172839506172839,0.6785714285714286,clay,Marrakech,,,Chardy J.,,
571,2017-04-12 20:00:00,Garcia-Lopez G.,Lorenzi P.,Garcia-Lopez G.,67.0,82.0,21.0,35.0,last_32,0.31343283582089554,0.4268292682926829,7-6(4) 7-5,82.0,67.0,47.0,46.0,0.573170731707317,0.6865671641791045,clay,Marrakech,,,Lorenzi P.,,
572,2017-04-12 20:00:00,Vanni L.,Vesely J.,Vanni L.,52.0,53.0,18.0,29.0,last_32,0.34615384615384615,0.5471698113207547,6-2 6-3,53.0,52.0,24.0,34.0,0.4528301886792453,0.6538461538461539,clay,Marrakech,,,Vesely J.,,
573,2017-04-12 22:20:00,Berlocq C.,Paire B.,Berlocq C.,95.0,98.0,37.0,43.0,last_32,0.3894736842105263,0.4387755102040816,6-7(0) 6-3 6-2,98.0,95.0,55.0,58.0,0.5612244897959183,0.6105263157894737,clay,Marrakech,,,Paire B.,,
574,2017-04-13 02:00:00,Donaldson J.,Gonzalez M.,Donaldson J.,120.0,98.0,51.0,43.0,last_32,0.425,0.4387755102040816,6-4 5-7 6-3,98.0,120.0,55.0,69.0,0.5612244897959183,0.575,clay,Houston,,,Gonzalez M.,,
